0 3.77244 -0.304004 -9.38995 0.116525 0.725619 -0.66123 0.150578 0.01199 0.0906261 0.1089 -0.199148 -0.148821 0.539749
8.01054 3.74815 -0.282561 -9.46657 0.116697 0.725105 -0.661622 0.151199 0.0381024 0.129886 0.13563 -0.194664 -0.138912 0.518836
21.0598 3.76429 -0.253689 -9.5483 0.117764 0.721047 -0.66583 0.151304 0.0273344 0.148429 0.151753 -0.193951 -0.134844 0.51387
29.0252 3.77369 -0.227394 -9.52027 0.118219 0.720516 -0.666333 0.151269 -0.00496585 0.167691 0.162543 -0.198476 -0.142074 0.526057
37.0058 3.76214 -0.253791 -9.48153 0.118872 0.719565 -0.667124 0.151793 -0.040899 0.170159 0.159934 -0.203612 -0.143655 0.532062
50.9943 3.7817 -0.284799 -9.41899 0.119464 0.71911 -0.667723 0.150847 -0.0912196 0.125551 0.161129 -0.204216 -0.142969 0.528562
58.9774 3.76284 -0.301658 -9.40425 0.120242 0.718205 -0.66858 0.150745 -0.145176 0.0936447 0.149721 -0.20277 -0.141514 0.518852
66.9563 3.78204 -0.311109 -9.38985 0.12084 0.71774 -0.669237 0.149561 -0.193734 0.0728355 0.138249 -0.205148 -0.140572 0.516191
80.9633 3.78194 -0.301549 -9.39481 0.121717 0.717074 -0.66989 0.149122 -0.20996 0.0577189 0.12039 -0.200164 -0.135412 0.507372
88.9488 3.82918 -0.258239 -9.40784 0.122384 0.716592 -0.670493 0.148176 -0.224354 0.0501721 0.116861 -0.203925 -0.141708 0.512842
96.9319 3.82904 -0.239142 -9.40108 0.123339 0.715795 -0.671266 0.14774 -0.209976 0.0686378 0.110468 -0.207226 -0.146046 0.521768
110.948 3.85074 -0.256023 -9.36733 0.124119 0.715268 -0.67176 0.147391 -0.184768 0.0910005 0.109584 -0.207464 -0.1422 0.508827
118.922 3.81505 -0.244368 -9.32209 0.125374 0.713661 -0.673277 0.147198 -0.173938 0.144549 0.107563 -0.211267 -0.148106 0.518845
126.933 3.77622 -0.172937 -9.34006 0.126162 0.713121 -0.673674 0.147328 -0.123616 0.155997 0.107402 -0.213881 -0.152207 0.524923
140.909 3.76077 -0.0892862 -9.45614 0.127242 0.712141 -0.674422 0.147715 -0.107434 0.208766 0.11705 -0.211427 -0.145857 0.510526
148.896 3.73034 0.092129 -9.52168 0.128393 0.711559 -0.674783 0.147875 -0.0957154 0.264307 0.12851 -0.21648 -0.150278 0.518093
156.904 3.7099 0.209162 -9.61935 0.129944 0.7095 -0.676504 0.148547 -0.0893875 0.315294 0.148074 -0.217914 -0.146484 0.509528
170.909 3.65157 0.333003 -9.62875 0.131661 0.708827 -0.676902 0.148439 -0.105482 0.376284 0.167668 -0.221601 -0.147639 0.511216
178.896 3.55364 0.418164 -9.47742 0.133578 0.706686 -0.678558 0.14937 -0.134045 0.407197 0.216151 -0.226468 -0.149998 0.511732
186.925 3.47927 0.505955 -9.3954 0.13549 0.705885 -0.679171 0.148648 -0.142085 0.378772 0.229778 -0.223898 -0.140757 0.494272
200.9 3.45142 0.484072 -9.23745 0.13721 0.704254 -0.680328 0.149513 -0.151893 0.371472 0.237019 -0.232082 -0.151208 0.511353
208.927 3.40342 0.564831 -9.12919 0.139124 0.703393 -0.681105 0.148253 -0.185958 0.332879 0.26332 -0.234456 -0.149564 0.500817
216.897 3.38421 0.588572 -9.11289 0.140908 0.701012 -0.683187 0.148268 -0.243521 0.255856 0.258386 -0.236717 -0.149258 0.500378
230.901 3.3554 0.617031 -9.09903 0.142781 0.700123 -0.684199 0.14599 -0.311792 0.199405 0.281245 -0.24146 -0.15305 0.505889
238.886 3.36674 0.688737 -9.08385 0.144595 0.698253 -0.685826 0.145527 -0.358517 0.191661 0.280507 -0.236565 -0.146008 0.487377
246.891 3.35415 0.774611 -9.0617 0.146496 0.697256 -0.686962 0.143026 -0.344066 0.177449 0.311969 -0.244898 -0.153202 0.499026
260.878 3.31583 0.803004 -9.04302 0.148187 0.695167 -0.688779 0.142711 -0.329606 0.196381 0.339709 -0.249392 -0.158918 0.503888
268.863 3.29153 0.874442 -8.99668 0.150081 0.693946 -0.690082 0.140364 -0.331301 0.202373 0.373831 -0.252173 -0.160348 0.501502
276.872 3.2915 0.883977 -8.98256 0.151801 0.691969 -0.691707 0.140275 -0.338387 0.232279 0.407863 -0.25275 -0.161124 0.503817
290.875 3.3429 1.02277 -8.93318 0.15376 0.690448 -0.693219 0.138153 -0.323882 0.237579 0.450918 -0.247831 -0.153212 0.480466
298.862 3.37626 1.06822 -8.82459 0.155456 0.687861 -0.695428 0.138058 -0.338103 0.228028 0.501283 -0.259904 -0.16362 0.500725
306.872 3.4339 1.06604 -8.7056 0.157457 0.685945 -0.697277 0.135987 -0.343324 0.225036 0.554282 -0.263722 -0.162825 0.494652
320.873 3.51844 0.951889 -8.67507 0.159034 0.683047 -0.699778 0.135888 -0.346799 0.209097 0.605511 -0.263846 -0.161531 0.489659
328.857 3.63748 0.704349 -8.65635 0.160945 0.680793 -0.701912 0.133928 -0.366524 0.18899 0.63244 -0.26707 -0.162339 0.490851
336.865 3.74916 0.47576 -8.64984 0.162457 0.677707 -0.704644 0.133409 -0.413211 0.139246 0.663238 -0.262641 -0.153918 0.468844
350.846 3.88885 0.314224 -8.64244 0.164337 0.675228 -0.706982 0.131289 -0.463558 0.114788 0.65713 -0.273646 -0.164848 0.488076
358.968 4.05705 0.162427 -8.63777 0.165982 0.672418 -0.709445 0.130354 -0.507618 0.0995436 0.647374 -0.275913 -0.167787 0.492783
366.845 4.10148 -0.0140266 -8.64392 0.167837 0.669898 -0.711759 0.128325 -0.524758 0.0733294 0.627732 -0.275035 -0.166461 0.482894
380.85 4.11725 -0.18588 -8.65479 0.169465 0.667001 -0.714324 0.127016 -0.542783 0.047208 0.615282 -0.277803 -0.169342 0.486047
388.835 4.18477 -0.304774 -8.72899 0.171095 0.6645 -0.716598 0.125116 -0.555465 0.020954 0.592038 -0.275968 -0.164992 0.473152
396.819 4.20825 -0.318776 -8.86473 0.172708 0.661891 -0.71892 0.123398 -0.593375 -0.00943498 0.550938 -0.28413 -0.179302 0.493177
410.821 4.32953 -0.322664 -8.95345 0.174297 0.659463 -0.721114 0.121343 -0.634795 -0.0321424 0.534945 -0.283511 -0.179336 0.486322
418.809 4.43586 -0.250225 -9.0365 0.176071 0.656538 -0.723723 0.119092 -0.665435 -0.0529687 0.515336 -0.281555 -0.177431 0.475674
426.82 4.49472 -0.187685 -9.08574 0.177614 0.654082 -0.725902 0.117035 -0.676242 -0.064141 0.515403 -0.284348 -0.182518 0.4783
